"","methods","setups","RMSE","run"
"157","Usual",1,0.0982592602783456,49
"158","Usual",1,0.0768491247429481,50
"159","Usual",1,0.0711383326609787,51
"160","Usual",1,0.0935499823910236,52
"161","Usual",1,0.100338522013908,53
"162","Usual",1,0.0945592770220625,54
"163","Usual",1,0.107492289107966,55
"164","Usual",1,0.0749411124596772,56
"165","Usual",1,0.0646434415245942,57
"166","Usual",1,0.0985497697162552,58
"167","Usual",1,0.104047639987595,59
"168","Usual",1,0.128372272683533,60
"169","Usual",1,0.0982001733779651,61
"170","Usual",1,0.111238341600008,62
"171","Usual",1,0.0773623759687881,63
"172","Usual",1,0.107345359336839,64
"173","Usual",1,0.101911643109831,65
"174","Usual",1,0.0754146659714048,66
"175","Usual",1,0.0999171860235206,67
"176","Usual",1,0.0836712807370587,68
"177","Usual",1,0.06938940492477,69
"178","Usual",1,0.0806995863464763,70
"179","Usual",1,0.0901275285216958,71
"180","Usual",1,0.0692775134819086,72
"181","Usual",1,0.0934128468458737,73
"182","Usual",1,0.0687411991548703,74
"183","Usual",1,0.0930888391931912,75
"184","Usual",1,0.0696924589970243,76
"185","Usual",1,0.0907237879903354,77
"186","Usual",1,0.0935552746341149,78
"187","Usual",1,0.111271622936758,79
"188","Usual",1,0.0628451460012462,80
"189","Usual",1,0.0641549011160577,81
"190","Usual",1,0.0996180829087536,82
"191","Usual",1,0.089347701903786,83
"192","Usual",1,0.082457464280986,84
"193","Usual",1,0.0632201937760591,85
"194","Usual",1,0.0702130802295828,86
"195","Usual",1,0.0600807065815511,87
"196","Usual",1,0.0731875981675747,88
"197","Usual",1,0.0956672420409228,89
"198","Usual",1,0.111931911236979,90
"199","Usual",1,0.09421930437541,91
"200","Usual",1,0.0903726897350771,92
"201","Usual",1,0.100309014796904,93
"202","Usual",1,0.112967842227497,94
"203","Usual",1,0.102781842958693,95
"204","Usual",1,0.0907281887508322,96
"205","Usual",1,0.113639625410014,97
"206","Usual",1,0.066998931048128,98
"207","Usual",1,0.0935794393091794,99
"208","Usual",1,0.125995662523998,100
"209","Usual",1,0.114360392491365,101
"210","Usual",1,0.0666562867163506,102
"211","Usual",1,0.0839759492966095,103
"212","Usual",1,0.093616602017855,104
"213","Usual",1,0.0914984293614874,105
"214","Usual",1,0.0996292152939358,106
"215","Usual",1,0.0845812416706531,107
"216","Usual",1,0.0826039662540163,108
"217","Spearman",1,0.139129669044397,1
"218","Spearman",1,0.113722867787107,2
"219","Spearman",1,0.172886581586754,3
"220","Spearman",1,0.171617283352504,4
"221","Spearman",1,0.204425964218538,5
"222","Spearman",1,0.189641759894211,6
"223","Spearman",1,0.172404133592429,7
"224","Spearman",1,0.136216563497524,8
"225","Spearman",1,0.184829389135726,9
"226","Spearman",1,0.160505846460198,10
"227","Spearman",1,0.154460107080609,11
"228","Spearman",1,0.23505198731389,12
"229","Spearman",1,0.125249960123524,13
"230","Spearman",1,0.164558288057702,14
"231","Spearman",1,0.200118154508402,15
"232","Spearman",1,0.187748573750182,16
"233","Spearman",1,0.199080950155863,17
"234","Spearman",1,0.193111966490493,18
"235","Spearman",1,0.162061402672012,19
"236","Spearman",1,0.183775127986374,20
"237","Spearman",1,0.177432012803942,21
"238","Spearman",1,0.110523680663199,22
"239","Spearman",1,0.164780484158351,23
"240","Spearman",1,0.131556428116294,24
"241","Spearman",1,0.235644118011043,25
"242","Spearman",1,0.212299663997235,26
"243","Spearman",1,0.156631588760442,27
"244","Spearman",1,0.172688342106012,28
"245","Spearman",1,0.182976821480865,29
"246","Spearman",1,0.169569872214045,30
"247","Spearman",1,0.150832044195032,31
"248","Spearman",1,0.166689896769377,32
"249","Spearman",1,0.181894779094058,33
"250","Spearman",1,0.180418148764452,34
"251","Spearman",1,0.18890059993446,35
"252","Spearman",1,0.141843112444462,36
"253","Spearman",1,0.163212141028702,37
"254","Spearman",1,0.137325866778737,38
"255","Spearman",1,0.115186960869361,39
"256","Spearman",1,0.202957440392732,40
"257","Spearman",1,0.249154416259784,41
"258","Spearman",1,0.158094130378089,42
"259","Spearman",1,0.154319968004693,43
"260","Spearman",1,0.18606919981889,44
"261","Spearman",1,0.183761957608077,45
"262","Spearman",1,0.180479382601014,46
"263","Spearman",1,0.179841475700659,47
"264","Spearman",1,0.187168906336525,48
"265","Spearman",1,0.132231256375184,49
"266","Spearman",1,0.182510680275939,50
"267","Spearman",1,0.144267509075123,51
"268","Spearman",1,0.137292940926242,52
"269","Spearman",1,0.172569287535099,53
"270","Spearman",1,0.124418602185091,54
"271","Spearman",1,0.147364662373214,55
"272","Spearman",1,0.115469459207753,56
"273","Spearman",1,0.138511974672341,57
"274","Spearman",1,0.169762091410713,58
"275","Spearman",1,0.216480575732211,59
"276","Spearman",1,0.220137351618042,60
"277","Spearman",1,0.129007867338318,61
"278","Spearman",1,0.188396943796594,62
"279","Spearman",1,0.09753816461696,63
"280","Spearman",1,0.233504231137274,64
"281","Spearman",1,0.208864793747717,65
"282","Spearman",1,0.146490330867387,66
"283","Spearman",1,0.227741021579411,67
"284","Spearman",1,0.146108019032247,68
"285","Spearman",1,0.199244963718982,69
"286","Spearman",1,0.165047664225271,70
"287","Spearman",1,0.15463390784697,71
"288","Spearman",1,0.0868423611280691,72
"289","Spearman",1,0.209329827797857,73
"290","Spearman",1,0.161227410343931,74
"291","Spearman",1,0.157663798350039,75
"292","Spearman",1,0.158134117958173,76
"293","Spearman",1,0.181073791591815,77
"294","Spearman",1,0.169962376162936,78
"295","Spearman",1,0.169395233575107,79
"296","Spearman",1,0.147316424382479,80
"297","Spearman",1,0.190484694704249,81
"298","Spearman",1,0.129183191456145,82
"299","Spearman",1,0.143118202875465,83
"300","Spearman",1,0.142682388980925,84
"301","Spearman",1,0.157000740549271,85
"302","Spearman",1,0.115348118996264,86
"303","Spearman",1,0.19804954128479,87
"304","Spearman",1,0.155459476466953,88
"305","Spearman",1,0.184757630085154,89
"306","Spearman",1,0.192547682946172,90
"307","Spearman",1,0.12942729179881,91
"308","Spearman",1,0.1702979620802,92
"309","Spearman",1,0.135892664776111,93
"310","Spearman",1,0.208917071890153,94
"311","Spearman",1,0.184792294336549,95
"312","Spearman",1,0.126516565355838,96
"313","Spearman",1,0.186722077092263,97
"314","Spearman",1,0.147461925808085,98
"315","Spearman",1,0.218371393320869,99
"316","Spearman",1,0.220283787081863,100
"317","Spearman",1,0.235808646152197,101
"318","Spearman",1,0.14005961893268,102
"319","Spearman",1,0.182726642873945,103
"320","Spearman",1,0.173980809634684,104
"321","Spearman",1,0.153661892758085,105
"322","Spearman",1,0.183401782648152,106
"323","Spearman",1,0.156022936321407,107
"324","Spearman",1,0.169931716261996,108
"325","Wishart",1,0.179162148192244,1
"326","Wishart",1,0.156782708975567,2
"327","Wishart",1,0.227500291695083,3
"328","Wishart",1,0.228559308509926,4
"329","Wishart",1,0.249646992631493,5
"330","Wishart",1,0.222271883447199,6
"331","Wishart",1,0.217065595650813,7
"332","Wishart",1,0.202409455973113,8
"333","Wishart",1,0.22059538603286,9
"334","Wishart",1,0.217951723068356,10
"335","Wishart",1,0.183194685376708,11
"336","Wishart",1,0.293838213968229,12
"337","Wishart",1,0.174201221502578,13
"338","Wishart",1,0.209353519510764,14
"339","Wishart",1,0.242579248729657,15
"340","Wishart",1,0.22609118783591,16
"341","Wishart",1,0.240327720550326,17
"342","Wishart",1,0.243396682767777,18
"343","Wishart",1,0.21082879885337,19
"344","Wishart",1,0.235772074356766,20
"345","Wishart",1,0.194391535031664,21
"346","Wishart",1,0.158686817155796,22
"347","Wishart",1,0.201743152732212,23
"348","Wishart",1,0.171568505080709,24
"349","Wishart",1,0.267701442399013,25
"350","Wishart",1,0.255897795271038,26
"351","Wishart",1,0.215128455240604,27
"352","Wishart",1,0.202445752643771,28
"353","Wishart",1,0.223650098443455,29
"354","Wishart",1,0.198408918287176,30
"355","Wishart",1,0.195809843700014,31
"356","Wishart",1,0.202212402267633,32
"357","Wishart",1,0.232902988314468,33
"358","Wishart",1,0.226143044841233,34
"359","Wishart",1,0.227019726210434,35
"360","Wishart",1,0.185571551862036,36
"361","Wishart",1,0.229557889432377,37
"362","Wishart",1,0.210957576131143,38
"363","Wishart",1,0.149397370467877,39
"364","Wishart",1,0.210487916140635,40
"365","Wishart",1,0.270458544957174,41
"366","Wishart",1,0.225243149609307,42
"367","Wishart",1,0.196546332836378,43
"368","Wishart",1,0.184701349130689,44
"369","Wishart",1,0.244840137635852,45
"370","Wishart",1,0.219240519107937,46
"371","Wishart",1,0.240859679387774,47
"372","Wishart",1,0.243993401728576,48
"373","Wishart",1,0.171255439941072,49
"374","Wishart",1,0.191473915101126,50
"375","Wishart",1,0.208289197517089,51
"376","Wishart",1,0.176631760134132,52
"377","Wishart",1,0.216483404623271,53
"378","Wishart",1,0.169982198716853,54
"379","Wishart",1,0.192358970655054,55
"380","Wishart",1,0.177571545740413,56
"381","Wishart",1,0.19271067496704,57
"382","Wishart",1,0.223192225537163,58
"383","Wishart",1,0.251299773972385,59
"384","Wishart",1,0.260171197412966,60
"385","Wishart",1,0.174934494346142,61
"386","Wishart",1,0.230299431784954,62
"387","Wishart",1,0.148974065108538,63
"388","Wishart",1,0.231434910843773,64
"389","Wishart",1,0.249651224153985,65
"390","Wishart",1,0.172910611585713,66
"391","Wishart",1,0.209495623237852,67
"392","Wishart",1,0.205935232863782,68
"393","Wishart",1,0.232902703110675,69
"394","Wishart",1,0.228341220871516,70
"395","Wishart",1,0.188175651137844,71
"396","Wishart",1,0.131587974464093,72
"397","Wishart",1,0.223489203918935,73
"398","Wishart",1,0.214240366528073,74
"399","Wishart",1,0.216757331993188,75
"400","Wishart",1,0.225875501221595,76
"401","Wishart",1,0.217988806943565,77
"402","Wishart",1,0.197866968976363,78
"403","Wishart",1,0.205024373350795,79
"404","Wishart",1,0.195156024498838,80
"405","Wishart",1,0.213436317480697,81
"406","Wishart",1,0.171295042869384,82
"407","Wishart",1,0.19672234834744,83
"408","Wishart",1,0.19310253504454,84
"409","Wishart",1,0.209774353458534,85
"410","Wishart",1,0.171091041781788,86
"411","Wishart",1,0.269967501666411,87
"412","Wishart",1,0.211137064167576,88
"413","Wishart",1,0.224086769612797,89
"414","Wishart",1,0.23047001953272,90
"415","Wishart",1,0.182167668409994,91
"416","Wishart",1,0.21360939906355,92
"417","Wishart",1,0.181517007015262,93
"418","Wishart",1,0.271078656137114,94
"419","Wishart",1,0.22057382519878,95
"420","Wishart",1,0.151965691189979,96
"421","Wishart",1,0.22559850913937,97
"422","Wishart",1,0.207735848822625,98
"423","Wishart",1,0.281181274216437,99
"424","Wishart",1,0.265834999986901,100
"425","Wishart",1,0.292423883999799,101
"426","Wishart",1,0.208353529737682,102
"427","Wishart",1,0.242909568164335,103
"428","Wishart",1,0.213390062324587,104
"429","Wishart",1,0.207296239217971,105
"430","Wishart",1,0.230852233852194,106
"431","Wishart",1,0.197271293262008,107
"432","Wishart",1,0.225455683007393,108
"433","1F",1,0.0886353782842903,1
"434","1F",1,0.0778959846013911,2
"435","1F",1,0.144876291066627,3
"436","1F",1,0.095898671588859,4
"437","1F",1,0.161483676243382,5
"438","1F",1,0.104366517087124,6
"439","1F",1,0.0922853170278796,7
"440","1F",1,0.0912995780632497,8
"441","1F",1,0.0843620565712521,9
"442","1F",1,0.103618126167553,10
"443","1F",1,0.0672137042769724,11
"444","1F",1,0.208193974656941,12
"445","1F",1,0.0903542423739479,13
"446","1F",1,0.126249849345029,14
"447","1F",1,0.159963953044019,15
"448","1F",1,0.0864088889079286,16
"449","1F",1,0.125251237221338,17
"450","1F",1,0.137015793006438,18
"451","1F",1,0.0750185241994718,19
"452","1F",1,0.122777969087308,20
"453","1F",1,0.111205360107907,21
"454","1F",1,0.0485501754575146,22
"455","1F",1,0.126910399768731,23
"456","1F",1,0.113316232736558,24
"457","1F",1,0.207609904233279,25
"458","1F",1,0.15505250236986,26
"459","1F",1,0.0846231826506147,27
"460","1F",1,0.0982745260733356,28
"461","1F",1,0.133856497230168,29
"462","1F",1,0.107202161278541,30
"463","1F",1,0.0990524872903571,31
"464","1F",1,0.0866885909035989,32
"465","1F",1,0.0749443240219565,33
"466","1F",1,0.115337443227891,34
"467","1F",1,0.10116408917511,35
"468","1F",1,0.108098184750056,36
"469","1F",1,0.104721335846724,37
"470","1F",1,0.106035586382447,38
"471","1F",1,0.0916644763213353,39
"472","1F",1,0.14087305612655,40
"473","1F",1,0.132797493013292,41
"474","1F",1,0.108546464081299,42
"475","1F",1,0.107609446956807,43
"476","1F",1,0.0605364674092411,44
"477","1F",1,0.1412964091712,45
"478","1F",1,0.107841310310743,46
"479","1F",1,0.170008511158911,47
"480","1F",1,0.137962064043126,48
"481","1F",1,0.0947145540662374,49
"482","1F",1,0.0964417196095295,50
"483","1F",1,0.0862454501778604,51
"484","1F",1,0.104167291290571,52
"485","1F",1,0.104924056689072,53
"486","1F",1,0.100549790537091,54
"487","1F",1,0.108556841100318,55
"488","1F",1,0.0526677414768119,56
"489","1F",1,0.0961899810755385,57
"490","1F",1,0.123192893559966,58
"491","1F",1,0.151183703810354,59
"492","1F",1,0.141158013765463,60
"493","1F",1,0.102367716482773,61
"494","1F",1,0.160912345464724,62
"495","1F",1,0.0652511132553712,63
"496","1F",1,0.119410474653566,64
"497","1F",1,0.126317127331571,65
"498","1F",1,0.0682030205962267,66
"499","1F",1,0.134839155927143,67
"500","1F",1,0.0790613203679345,68
"501","1F",1,0.11850343937532,69
"502","1F",1,0.108741652816321,70
"503","1F",1,0.0690674407828785,71
"504","1F",1,0.0493540092441815,72
"505","1F",1,0.115911100010342,73
"506","1F",1,0.0838823509326826,74
"507","1F",1,0.0826699294876853,75
"508","1F",1,0.098765653013266,76
"509","1F",1,0.109309385473043,77
"510","1F",1,0.0840274696335006,78
"511","1F",1,0.128208669561794,79
"512","1F",1,0.0902998708859904,80
"513","1F",1,0.125528200532931,81
"514","1F",1,0.0934321731019182,82
"515","1F",1,0.101273651779247,83
"516","1F",1,0.0789439892545224,84
"517","1F",1,0.0851904894603836,85
"518","1F",1,0.0486213967297314,86
"519","1F",1,0.124788857415379,87
"520","1F",1,0.0788596112669505,88
"521","1F",1,0.11220015243927,89
"522","1F",1,0.137604110585367,90
"523","1F",1,0.09815012319537,91
"524","1F",1,0.104547684999537,92
"525","1F",1,0.110371700375522,93
"526","1F",1,0.140835051512867,94
"527","1F",1,0.121834698723918,95
"528","1F",1,0.0831820385128251,96
"529","1F",1,0.125276625451861,97
"530","1F",1,0.0493918953841388,98
"531","1F",1,0.111291640912142,99
"532","1F",1,0.14234753076381,100
"533","1F",1,0.184771978542772,101
"534","1F",1,0.0846619512923141,102
"535","1F",1,0.119119675018187,103
"536","1F",1,0.11763442260871,104
"537","1F",1,0.0716112175641507,105
"538","1F",1,0.0951533749633939,106
"539","1F",1,0.0779179679883109,107
"540","1F",1,0.0953025724144062,108
"541","1F+",1,0.0605869096614381,1
"542","1F+",1,0.0636189026425408,2
"543","1F+",1,0.146342127613915,3
"544","1F+",1,0.070921411157997,4
"545","1F+",1,0.0676082419396033,5
"546","1F+",1,0.108663954271407,6
"547","1F+",1,0.0594685794581946,7
"548","1F+",1,0.0689083959363348,8
"549","1F+",1,0.114426436928742,9
"550","1F+",1,0.10775727124398,10
"551","1F+",1,0.0507739481455414,11
"552","1F+",1,0.0876698560127735,12
"553","1F+",1,0.0601751538712584,13
"554","1F+",1,0.11015224777433,14
"555","1F+",1,0.0591244803789369,15
"556","1F+",1,0.0648247639932054,16
"557","1F+",1,0.126059718030542,17
"558","1F+",1,0.135172264596754,18
"559","1F+",1,0.0691605476839027,19
"560","1F+",1,0.102408313310932,20
"561","1F+",1,0.108721616345497,21
"562","1F+",1,0.0561131893398177,22
"563","1F+",1,0.0912479712113541,23
"564","1F+",1,0.0571738668007346,24
"565","1F+",1,0.0967024547256912,25
"566","1F+",1,0.109040846053295,26
"567","1F+",1,0.10809676800444,27
"568","1F+",1,0.0776052344512433,28
"569","1F+",1,0.0739841636633145,29
"570","1F+",1,0.109730656945885,30
"571","1F+",1,0.0565969105246251,31
"572","1F+",1,0.0710789512389831,32
"573","1F+",1,0.0780027850538164,33
"574","1F+",1,0.0970697941684419,34
"575","1F+",1,0.122717841032164,35
"576","1F+",1,0.0760707080377332,36
"577","1F+",1,0.116237610663987,37
"578","1F+",1,0.0971993910375336,38
"579","1F+",1,0.0528042296455872,39
"580","1F+",1,0.0957164395478185,40
"581","1F+",1,0.0931479267546908,41
"582","1F+",1,0.111805667205692,42
"583","1F+",1,0.0458323559341603,43
"584","1F+",1,0.0715372275042226,44
"585","1F+",1,0.138644017085025,45
"586","1F+",1,0.0717352490086128,46
"587","1F+",1,0.0856878845358639,47
"588","1F+",1,0.138807063693086,48
"589","1F+",1,0.0561780400163539,49
"590","1F+",1,0.110000721192533,50
"591","1F+",1,0.0947441123271286,51
"592","1F+",1,0.0613366627367907,52
"593","1F+",1,0.0751239466873799,53
"594","1F+",1,0.0492276553462948,54
"595","1F+",1,0.0664410094593543,55
"596","1F+",1,0.066698974203939,56
"597","1F+",1,0.100999471854777,57
"598","1F+",1,0.0647922009994399,58
"599","1F+",1,0.0975485215122497,59
"600","1F+",1,0.0951139158190358,60
"601","1F+",1,0.0456732829058863,61
"602","1F+",1,0.079181504812533,62
"603","1F+",1,0.060026080302631,63
"604","1F+",1,0.0787572741394342,64
"605","1F+",1,0.0849261369926329,65
"606","1F+",1,0.0670506803839663,66
"607","1F+",1,0.113406018771025,67
"608","1F+",1,0.0522403633464756,68
"609","1F+",1,0.106343412954285,69
"610","1F+",1,0.111062013375483,70
"611","1F+",1,0.0527213880532344,71
"612","1F+",1,0.0324786615633986,72
"613","1F+",1,0.116311579279778,73
"614","1F+",1,0.0788879434713866,74
"615","1F+",1,0.0920637352293344,75
"616","1F+",1,0.0905560908478331,76
"617","1F+",1,0.11771589430039,77
"618","1F+",1,0.0697675296338585,78
"619","1F+",1,0.0589973508792141,79
"620","1F+",1,0.0973963341745233,80
"621","1F+",1,0.123219468579469,81
"622","1F+",1,0.0626890377326968,82
"623","1F+",1,0.097863936814992,83
"624","1F+",1,0.0712359236398546,84
"625","1F+",1,0.106698070335639,85
"626","1F+",1,0.0461502061628489,86
"627","1F+",1,0.15644803534568,87
"628","1F+",1,0.0904566859547925,88
"629","1F+",1,0.0974150021005318,89
"630","1F+",1,0.0668002948818592,90
"631","1F+",1,0.0751778358389728,91
"632","1F+",1,0.0930258078062527,92
"633","1F+",1,0.0531661025768513,93
"634","1F+",1,0.126104758168,94
"635","1F+",1,0.0856667923410662,95
"636","1F+",1,0.0430292450819985,96
"637","1F+",1,0.0785514290629234,97
"638","1F+",1,0.0640067239857084,98
"639","1F+",1,0.132741021238847,99
"640","1F+",1,0.083158219115701,100
"641","1F+",1,0.108015554520484,101
"642","1F+",1,0.0933746468067293,102
"643","1F+",1,0.110801370242732,103
"644","1F+",1,0.102114600547698,104
"645","1F+",1,0.0606524017402643,105
"646","1F+",1,0.0617133375304245,106
"647","1F+",1,0.0626571600364391,107
"648","1F+",1,0.100173951060185,108
"649","2F",1,0.105053593030084,1
"650","2F",1,0.0993220504073851,2
"651","2F",1,0.149866385592301,3
"652","2F",1,0.121579584931873,4
"653","2F",1,0.163032653219491,5
"654","2F",1,0.134812580875662,6
"655","2F",1,0.126686121876001,7
"656","2F",1,0.118921255312632,8
"657","2F",1,0.118239693746,9
"658","2F",1,0.117165708021303,10
"659","2F",1,0.0843445422448793,11
"660","2F",1,0.212131651678575,12
"661","2F",1,0.10530184365972,13
"662","2F",1,0.134762265630764,14
"663","2F",1,0.167111149650099,15
"664","2F",1,0.162335508054387,16
"665","2F",1,0.149344547798507,17
"666","2F",1,0.152309119602865,18
"667","2F",1,0.110098066912903,19
"668","2F",1,0.137936893425861,20
"669","2F",1,0.117122654292843,21
"670","2F",1,0.0737810120160605,22
"671","2F",1,0.132275163341684,23
"672","2F",1,0.117496102415226,24
"673","2F",1,0.193739629249984,25
"674","2F",1,0.144470592669599,26
"675","2F",1,0.11572214832778,27
"676","2F",1,0.105052391590623,28
"677","2F",1,0.142829618488881,29
"678","2F",1,0.126813104377393,30
"679","2F",1,0.117994160690718,31
"680","2F",1,0.112858496828997,32
"681","2F",1,0.107770251273128,33
"682","2F",1,0.130680463061508,34
"683","2F",1,0.131580161730553,35
"684","2F",1,0.12093045001098,36
"685","2F",1,0.13339811846513,37
"686","2F",1,0.106047699988088,38
"687","2F",1,0.101842202975261,39
"688","2F",1,0.121347279666268,40
"689","2F",1,0.184298385895252,41
"690","2F",1,0.115692179690277,42
"691","2F",1,0.110906924839693,43
"692","2F",1,0.0884375342813876,44
"693","2F",1,0.148535613933219,45
"694","2F",1,0.126549704612292,46
"695","2F",1,0.166820482362809,47
"696","2F",1,0.157708092514642,48
"697","2F",1,0.0980101750016274,49
"698","2F",1,0.112738204141735,50
"699","2F",1,0.117697824869773,51
"700","2F",1,0.0998511517568279,52
"701","2F",1,0.131848697489669,53
"702","2F",1,0.0943443459139666,54
"703","2F",1,0.109019640195603,55
"704","2F",1,0.0808587050560582,56
"705","2F",1,0.104956352094918,57
"706","2F",1,0.126977213195334,58
"707","2F",1,0.163444990609186,59
"708","2F",1,0.164294203200087,60
"709","2F",1,0.104789482971344,61
"710","2F",1,0.155642792102137,62
"711","2F",1,0.0692429140253786,63
"712","2F",1,0.143251745325726,64
